predicted_return;actual_return;error
-3.0415677881907043e-07;0.0;0.0
-8.947614564295891e-05;-3.120068785204584e-05;-3.0896531073226774e-05
-3.0415677881907043e-07;0.00014716194612974287;0.00023663809177270178
-3.0415677881907043e-07;-0.00018275989253946717;-0.0001824557357606481
-3.0415677881907043e-07;0.00011838129133928155;0.00011868544811810062
-8.024120026065948e-05;0.00027862590499359944;0.0002789300617724185
-0.00012774762830834472;0.00015418559181839362;0.0002344267920790531
-8.947614564295891e-05;-2.3392034087988253e-05;0.00010435559422035647
-8.947614564295891e-05;-4.443792839887194e-05;4.503821724408697e-05
-8.947614564295891e-05;-0.0001425039563200278;-5.302781067706888e-05
